mean_decision_time,points,steps,timestamp
0.00020430749446951783,1.0,3958.0,1551364113.69751
0.000205683455705282,1.0,3966.0,1551364113.704601
0.0002060851683524824,1.0,3999.0,1551364113.7130198
0.00020397607155125998,1.0,4090.0,1551364113.7240698
0.0002034269030854397,1.0,4149.0,1551364113.733772
0.00020464862892013823,1.0,4175.0,1551364113.744174
0.00020579255046898926,1.0,4204.0,1551364113.754963
0.00020690150075144582,1.0,4235.0,1551364113.766034
0.00020752996032000982,1.0,4275.0,1551364113.7762518
0.0002068180317025575,1.0,4326.0,1551364113.783777
0.0002034805844033212,1.0,4449.0,1551364113.7945228
0.00020463757320457059,1.0,4462.0,1551364113.8022761
0.0002055063633757719,1.0,4471.0,1551364113.808034
0.0002061047864232105,1.0,4473.0,1551364113.8110762
0.00020641081873265502,1.0,4507.0,1551364113.819503
0.00020235570394944088,1.0,4647.0,1551364113.829615
0.00020324768939640388,1.0,4683.0,1551364113.841095
0.00020467523925092102,1.0,4694.0,1551364113.850102
0.00020533667220307855,1.0,4709.0,1551364113.856332
0.00020436845735433967,1.0,4770.0,1551364113.8641868
0.00020336828427244678,1.0,4831.0,1551364113.8718631
0.0002044008101946042,1.0,4860.0,1551364113.882775
0.0002032980972027223,1.0,4935.0,1551364113.892707
0.00020443872129902673,1.0,4942.0,1551364113.899771
0.00020313519661352856,1.0,5015.0,1551364113.908245
0.00020372661847109077,1.0,5041.0,1551364113.916501
0.00020432363985274743,1.0,5066.0,1551364113.924603
0.00020200690994366015,1.0,5169.0,1551364113.9337442
0.00020277601255300694,1.0,5188.0,1551364113.941592
0.0002043092739029679,1.0,5201.0,1551364113.952235
0.0002050115230896464,1.0,5220.0,1551364113.959766
0.00020180204825889618,1.0,5361.0,1551364113.971543
0.00020225215454158245,1.0,5384.0,1551364113.978633
0.00020506833384945994,1.0,5398.0,1551364113.996657
0.00020567667101157913,1.0,5414.0,1551364114.003237
0.00020612980374882603,1.0,5432.0,1551364114.009423
0.00020286837108426562,1.0,5573.0,1551364114.020431
0.0002038554465166238,1.0,5581.0,1551364114.027602
0.00020331043881559617,1.0,5637.0,1551364114.035937
0.00020387224107717365,1.0,5658.0,1551364114.0433972
0.000204826386853489,1.0,5685.0,1551364114.054334
0.00020386578517114283,1.0,5754.0,1551364114.062988
0.00020490923903223996,1.0,5759.0,1551364114.0700202
0.00020250928233474843,1.0,5873.0,1551364114.079376
0.0002023379544410358,1.0,5926.0,1551364114.089118
0.00020717514171754575,1.0,5936.0,1551364114.119829
0.00020779919799988653,1.0,5972.0,1551364114.131191
0.00020825555582368977,1.0,5974.0,1551364114.134182
0.0002054244070020307,1.0,6107.0,1551364114.144737
0.00020732442323573375,1.0,6117.0,1551364114.158405
0.00020811129938719906,1.0,6130.0,1551364114.166007
0.0002078597065078231,1.0,6172.0,1551364114.173095
0.00020661859974744397,1.0,6249.0,1551364114.181395
0.00020629755554926404,1.0,6295.0,1551364114.189041
0.0002068189532391374,1.0,6309.0,1551364114.195092
0.00020690192971663588,1.0,6339.0,1551364114.2018611
0.00020585386282783238,1.0,6418.0,1551364114.211498
0.00020519430951029523,1.0,6476.0,1551364114.219212
0.00020556894057158602,1.0,6495.0,1551364114.2255502
0.0002051313019964511,1.0,6545.0,1551364114.2331069
0.00020565753074485842,1.0,6574.0,1551364114.242414
0.00020477891093749633,1.0,6653.0,1551364114.252887
0.0002051568652899779,1.0,6674.0,1551364114.259734
0.0002061678950410892,1.0,6676.0,1551364114.26687
0.000204071838179401,1.0,6807.0,1551364114.279702
0.00020555180184755694,1.0,6835.0,1551364114.2957408
0.0002059623374565139,1.0,6837.0,1551364114.298805
0.00020617310905623318,1.0,6862.0,1551364114.305397
0.00020589076789321413,1.0,6908.0,1551364114.312942
0.00020415873725443862,1.0,7011.0,1551364114.322211
0.0002047703480426009,1.0,7043.0,1551364114.333018
0.00020564600085535794,1.0,7050.0,1551364114.3405719
0.00020441193312080878,1.0,7138.0,1551364114.349946
0.0002049556206784313,1.0,7159.0,1551364114.3581839
0.0002050538680975111,1.0,7192.0,1551364114.3656802
0.00020490658225565017,1.0,7235.0,1551364114.3734531
0.0002047933030950838,1.0,7277.0,1551364114.3812659
0.00020373493639257097,1.0,7369.0,1551364114.392334
0.00020388312765656734,1.0,7401.0,1551364114.39997
0.00020454726985740687,1.0,7421.0,1551364114.409099
0.0002051567642986253,1.0,7429.0,1551364114.415235
0.00020433500962785089,1.0,7509.0,1551364114.425333
0.00020441966019556023,1.0,7549.0,1551364114.434216
0.0002039185485739523,1.0,7605.0,1551364114.441851
0.0002037637245583341,1.0,7646.0,1551364114.449145
0.00020284624330469054,1.0,7729.0,1551364114.459179
0.00020325842287327337,1.0,7731.0,1551364114.462521
0.0002036733731983399,1.0,7745.0,1551364114.46863
0.00020363890925788146,1.0,7790.0,1551364114.477519
0.00020218819821574125,1.0,7893.0,1551364114.4871008
0.00020288506987787842,1.0,7903.0,1551364114.494636
0.00020230979235504672,1.0,7976.0,1551364114.5051541
0.000203087856794369,1.0,7977.0,1551364114.513109
0.00020350693913635064,1.0,8025.0,1551364114.5245628
0.00020303572853479993,1.0,8085.0,1551364114.532964
0.00020265344905618954,1.0,8140.0,1551364114.541141
0.0002033900688676273,1.0,8160.0,1551364114.5511522
0.00020310603197418574,1.0,8211.0,1551364114.5592241
0.00020296765469956672,1.0,8265.0,1551364114.569105
0.00020265625073359562,1.0,8320.0,1551364114.577742
0.00020298855506496388,1.0,8342.0,1551364114.585004
0.0002028735702372723,1.0,8386.0,1551364114.592931
0.0002025289179800247,1.0,8445.0,1551364114.602071
0.0002033813771876422,1.0,8448.0,1551364114.6098711
0.00020267935182631555,1.0,8531.0,1551364114.620781
0.00020178807365504238,1.0,8618.0,1551364114.6309178
0.00020214985805431818,1.0,8620.0,1551364114.634384
0.0002027421561786769,1.0,8638.0,1551364114.6430988
0.00020265466619534862,1.0,8681.0,1551364114.6510541
0.000202913743903838,1.0,8715.0,1551364114.660249
0.0002019942016740263,1.0,8801.0,1551364114.6697118
0.00020130401046601648,1.0,8876.0,1551364114.678766
0.00020170377918671265,1.0,8898.0,1551364114.686775
0.00020302194174311804,1.0,8911.0,1551364114.7011409
0.00020344716345232626,1.0,8924.0,1551364114.7075891
0.00020310602634149565,1.0,8980.0,1551364114.715917
0.0002018541537164566,1.0,9086.0,1551364114.726227
0.00020192464541197086,1.0,9122.0,1551364114.734122
0.00020370906571245728,1.0,9161.0,1551364114.758409
0.00020404233040539546,1.0,9163.0,1551364114.7618718
0.00020410370161354975,1.0,9209.0,1551364114.7717812
0.00020364233236484653,1.0,9271.0,1551364114.7801878
0.00020308834071843475,1.0,9340.0,1551364114.78923
0.0002032523220337409,1.0,9372.0,1551364114.797188
0.00020371178754191067,1.0,9381.0,1551364114.803252
0.00020315216983433706,1.0,9456.0,1551364114.813256
0.00020297121713187805,1.0,9505.0,1551364114.821491
0.00020347491299716491,1.0,9517.0,1551364114.828734
0.0002029424896478281,2.0,9615.0,1551364114.8450198
0.0002038630738647233,1.0,9638.0,1551364114.857167
0.00020344459479398067,1.0,9696.0,1551364114.8649511
0.00020222785521526726,1.0,9800.0,1551364114.874391
0.0002024484928405302,1.0,9822.0,1551364114.880898
0.00020284802780538646,1.0,9850.0,1551364114.890592
0.00020310429048475448,1.0,9877.0,1551364114.898546
0.0002033577274214401,1.0,9880.0,1551364114.901716
