collisions,steps,timestamp
1.0,1056.0,1551359754.5867052
1.0,1057.0,1551359754.5987983
1.0,1058.0,1551359754.6145153
1.0,1059.0,1551359754.6252258
2.0,1060.0,1551359754.6372895
2.0,1061.0,1551359754.6484318
2.0,1062.0,1551359754.6599548
2.0,1064.0,1551359754.6867292
1.0,1065.0,1551359754.7015405
1.0,1066.0,1551359754.7156246
1.0,1074.0,1551359754.8029168
2.0,1075.0,1551359754.8154247
1.0,1076.0,1551359754.8274693
2.0,1077.0,1551359754.8385577
1.0,1079.0,1551359754.8610651
1.0,1082.0,1551359754.9019427
1.0,1086.0,1551359754.9701128
1.0,1102.0,1551359755.2371788
1.0,1110.0,1551359755.3512633
1.0,1114.0,1551359755.4016743
1.0,1115.0,1551359755.417353
1.0,1119.0,1551359755.4739661
1.0,1130.0,1551359755.6391213
1.0,1133.0,1551359755.683687
1.0,1134.0,1551359755.700333
1.0,1147.0,1551359755.8804493
1.0,1149.0,1551359755.908092
1.0,1150.0,1551359755.920346
1.0,1151.0,1551359755.9316654
1.0,1152.0,1551359755.9399142
1.0,1153.0,1551359755.9488256
1.0,1154.0,1551359755.9627442
1.0,1155.0,1551359755.9714713
1.0,1156.0,1551359755.979632
1.0,1157.0,1551359755.988243
1.0,1160.0,1551359756.0115185
1.0,1161.0,1551359756.0205917
1.0,1162.0,1551359756.0303733
1.0,1163.0,1551359756.039574
1.0,1164.0,1551359756.0473623
1.0,1165.0,1551359756.0560591
1.0,1166.0,1551359756.0640733
2.0,1167.0,1551359756.0723224
1.0,1168.0,1551359756.0807185
2.0,1169.0,1551359756.0956218
4.0,1170.0,1551359756.1070955
2.0,1171.0,1551359756.116117
1.0,1172.0,1551359756.1288655
1.0,1173.0,1551359756.136971
1.0,1174.0,1551359756.1456773
2.0,1175.0,1551359756.1566474
1.0,1176.0,1551359756.1667824
1.0,1177.0,1551359756.1779184
2.0,1178.0,1551359756.187296
1.0,1179.0,1551359756.1953049
1.0,1180.0,1551359756.2047973
1.0,1181.0,1551359756.213074
2.0,1182.0,1551359756.2218666
1.0,1183.0,1551359756.236754
1.0,1184.0,1551359756.2450368
2.0,1185.0,1551359756.2552407
1.0,1186.0,1551359756.2632678
1.0,1191.0,1551359756.3069882
1.0,1193.0,1551359756.3248389
1.0,1196.0,1551359756.3468988
1.0,1201.0,1551359756.3862357
1.0,1203.0,1551359756.4032445
1.0,1204.0,1551359756.4146874
1.0,1205.0,1551359756.4250166
1.0,1206.0,1551359756.4360394
3.0,1207.0,1551359756.447993
1.0,1208.0,1551359756.4630847
1.0,1209.0,1551359756.4757051
1.0,1210.0,1551359756.4877613
1.0,1211.0,1551359756.4986753
1.0,1212.0,1551359756.5155656
1.0,1213.0,1551359756.5257022
3.0,1214.0,1551359756.5372589
2.0,1215.0,1551359756.5484734
1.0,1218.0,1551359756.6018791
1.0,1219.0,1551359756.6173165
1.0,1229.0,1551359756.755564
1.0,1233.0,1551359756.8194487
1.0,1235.0,1551359756.8612375
1.0,1239.0,1551359756.9485579
1.0,1279.0,1551359757.7438824
1.0,1284.0,1551359757.8544211
1.0,1289.0,1551359757.9261613
1.0,1290.0,1551359757.938026
1.0,1292.0,1551359757.9615169
1.0,1293.0,1551359757.9718492
1.0,1296.0,1551359758.0064807
1.0,1299.0,1551359758.0471632
1.0,1302.0,1551359758.0859776
2.0,1305.0,1551359758.121691
2.0,1306.0,1551359758.1333551
1.0,1307.0,1551359758.1468449
2.0,1313.0,1551359758.2149036
1.0,1314.0,1551359758.2332904
1.0,1317.0,1551359758.2735336
1.0,1322.0,1551359758.341506
1.0,1328.0,1551359758.4352582
1.0,1337.0,1551359758.5878577
1.0,1345.0,1551359758.7192905
1.0,1358.0,1551359758.9613051
1.0,1372.0,1551359759.2182105
1.0,1386.0,1551359759.457811
1.0,1391.0,1551359759.529569
1.0,1394.0,1551359759.567013
1.0,1407.0,1551359759.7396743
1.0,1409.0,1551359759.763419
1.0,1412.0,1551359759.8056815
2.0,1413.0,1551359759.8191977
1.0,1414.0,1551359759.8319569
1.0,1415.0,1551359759.84603
1.0,1416.0,1551359759.8582695
1.0,1417.0,1551359759.8690042
2.0,1418.0,1551359759.8857834
1.0,1419.0,1551359759.8972356
1.0,1420.0,1551359759.9128122
1.0,1421.0,1551359759.9257321
1.0,1422.0,1551359759.9368517
3.0,1423.0,1551359759.9489334
1.0,1424.0,1551359759.9631777
1.0,1425.0,1551359759.9748054
2.0,1426.0,1551359759.9864955
2.0,1427.0,1551359759.9994705
1.0,1428.0,1551359760.0127158
1.0,1429.0,1551359760.0239506
1.0,1430.0,1551359760.03603
1.0,1431.0,1551359760.0475316
1.0,1432.0,1551359760.0595028
1.0,1437.0,1551359760.1171427
1.0,1443.0,1551359760.1843967
1.0,1448.0,1551359760.2420774
1.0,1449.0,1551359760.2534199
1.0,1450.0,1551359760.2799947
1.0,1451.0,1551359760.2968485
2.0,1456.0,1551359760.3662114
1.0,1458.0,1551359760.398347
1.0,1463.0,1551359760.4674392
1.0,1464.0,1551359760.488983
1.0,1479.0,1551359760.7191074
2.0,1480.0,1551359760.729903
1.0,1482.0,1551359760.7517636
1.0,1491.0,1551359760.8467815
1.0,1497.0,1551359760.9138699
1.0,1499.0,1551359760.9378328
2.0,1502.0,1551359760.974874
1.0,1503.0,1551359760.9861095
2.0,1505.0,1551359761.0128055
2.0,1506.0,1551359761.0252612
1.0,1511.0,1551359761.0827475
1.0,1512.0,1551359761.0960817
2.0,1513.0,1551359761.1093545
1.0,1514.0,1551359761.1210015
1.0,1515.0,1551359761.133282
1.0,1516.0,1551359761.1464484
1.0,1517.0,1551359761.156933
2.0,1518.0,1551359761.1694982
1.0,1519.0,1551359761.183095
2.0,1520.0,1551359761.1986601
1.0,1526.0,1551359761.3013139
1.0,1527.0,1551359761.319271
1.0,1537.0,1551359761.4896946
1.0,1548.0,1551359761.6699808
1.0,1549.0,1551359761.685956
1.0,1550.0,1551359761.7002764
1.0,1551.0,1551359761.7171316
1.0,1552.0,1551359761.7322755
1.0,1553.0,1551359761.748169
1.0,1558.0,1551359761.8193853
1.0,1560.0,1551359761.8490794
1.0,1561.0,1551359761.8649368
1.0,1565.0,1551359761.935842
1.0,1571.0,1551359762.0360982
2.0,1580.0,1551359762.1847243
1.0,1587.0,1551359762.3001988
1.0,1589.0,1551359762.3308861
1.0,1592.0,1551359762.3729007
1.0,1595.0,1551359762.4154005
1.0,1599.0,1551359762.474403
1.0,1600.0,1551359762.488243
2.0,1604.0,1551359762.543317
1.0,1607.0,1551359762.5870423
1.0,1619.0,1551359762.7477028
1.0,1621.0,1551359762.7808123
1.0,1623.0,1551359762.8108442
1.0,1632.0,1551359762.931368
1.0,1640.0,1551359763.0333526
2.0,1641.0,1551359763.0452209
1.0,1642.0,1551359763.0544987
1.0,1644.0,1551359763.0767186
1.0,1646.0,1551359763.0973194
1.0,1648.0,1551359763.117063
1.0,1652.0,1551359763.154228
1.0,1654.0,1551359763.1703558
1.0,1656.0,1551359763.1864817
1.0,1657.0,1551359763.1948576
1.0,1658.0,1551359763.2044098
1.0,1661.0,1551359763.2326405
1.0,1663.0,1551359763.2546124
1.0,1667.0,1551359763.299551
1.0,1669.0,1551359763.3235435
1.0,1670.0,1551359763.3430996
1.0,1672.0,1551359763.3689485
1.0,1674.0,1551359763.3973966
1.0,1678.0,1551359763.4609265
1.0,1680.0,1551359763.4884315
1.0,1682.0,1551359763.515437
1.0,1683.0,1551359763.5290596
1.0,1685.0,1551359763.5497727
1.0,1691.0,1551359763.6313157
1.0,1700.0,1551359763.7846591
1.0,1709.0,1551359763.9344141
1.0,1713.0,1551359764.009228
1.0,1727.0,1551359764.2345345
1.0,1730.0,1551359764.2848873
1.0,1732.0,1551359764.3177178
1.0,1740.0,1551359764.4476678
1.0,1741.0,1551359764.4636927
1.0,1742.0,1551359764.4809127
1.0,1758.0,1551359764.710876
1.0,1759.0,1551359764.7262037
1.0,1761.0,1551359764.7571096
1.0,1773.0,1551359764.9214752
1.0,1779.0,1551359765.017196
1.0,1781.0,1551359765.0512471
1.0,1797.0,1551359765.3105223
1.0,1802.0,1551359765.3855984
2.0,1808.0,1551359765.4681973
1.0,1810.0,1551359765.4970143
1.0,1817.0,1551359765.5853393
1.0,1820.0,1551359765.623001
2.0,1823.0,1551359765.6542659
1.0,1824.0,1551359765.6661563
1.0,1825.0,1551359765.6784904
1.0,1829.0,1551359765.73007
1.0,1835.0,1551359765.814055
1.0,1839.0,1551359765.8683121
2.0,1842.0,1551359765.9143617
1.0,1843.0,1551359765.9300206
1.0,1845.0,1551359765.96816
1.0,1846.0,1551359765.9825675
1.0,1847.0,1551359765.9973128
1.0,1848.0,1551359766.0136182
2.0,1849.0,1551359766.0301845
1.0,1850.0,1551359766.046441
1.0,1851.0,1551359766.0632105
2.0,1852.0,1551359766.0800595
1.0,1853.0,1551359766.0970402
1.0,1854.0,1551359766.1132524
2.0,1855.0,1551359766.1298785
2.0,1856.0,1551359766.1463788
1.0,1857.0,1551359766.163208
1.0,1858.0,1551359766.1798959
1.0,1859.0,1551359766.1971512
1.0,1860.0,1551359766.2158217
2.0,1861.0,1551359766.2360237
1.0,1862.0,1551359766.252777
1.0,1863.0,1551359766.2733226
1.0,1877.0,1551359766.5421927
1.0,1885.0,1551359766.6920733
1.0,1890.0,1551359766.798529
1.0,1901.0,1551359766.9834144
2.0,1920.0,1551359767.217986
1.0,1937.0,1551359767.4065766
1.0,1939.0,1551359767.4281068
1.0,1946.0,1551359767.5223665
2.0,1947.0,1551359767.5379531
1.0,1949.0,1551359767.5771933
1.0,1950.0,1551359767.5942519
1.0,1951.0,1551359767.6116517
1.0,1952.0,1551359767.6283412
1.0,1953.0,1551359767.6443005
1.0,1954.0,1551359767.661125
1.0,1955.0,1551359767.6780145
1.0,1964.0,1551359767.8065486
1.0,1965.0,1551359767.8229902
1.0,1969.0,1551359767.8905149
1.0,1986.0,1551359768.1053927
1.0,1990.0,1551359768.1564527
1.0,1992.0,1551359768.1770756
1.0,1993.0,1551359768.1873248
1.0,1994.0,1551359768.1985269
1.0,1996.0,1551359768.2216287
1.0,2003.0,1551359768.3034754
1.0,2004.0,1551359768.3153462
1.0,2006.0,1551359768.338052
1.0,2010.0,1551359768.3966656
1.0,2017.0,1551359768.5162838
1.0,2023.0,1551359768.6278582
2.0,2024.0,1551359768.6480386
1.0,2034.0,1551359768.8284302
1.0,2047.0,1551359769.0668116
1.0,2054.0,1551359769.1667595
2.0,2059.0,1551359769.237645
1.0,2073.0,1551359769.3735354
1.0,2078.0,1551359769.4145234
2.0,2081.0,1551359769.4401467
1.0,2083.0,1551359769.4581037
1.0,2084.0,1551359769.4657845
1.0,2086.0,1551359769.4865565
1.0,2087.0,1551359769.4955783
1.0,2088.0,1551359769.5067837
2.0,2090.0,1551359769.5238583
1.0,2094.0,1551359769.5621042
1.0,2095.0,1551359769.5773485
1.0,2099.0,1551359769.6260786
2.0,2100.0,1551359769.638734
1.0,2101.0,1551359769.6503513
1.0,2106.0,1551359769.710053
1.0,2107.0,1551359769.722525
1.0,2111.0,1551359769.7566907
1.0,2112.0,1551359769.7698846
1.0,2116.0,1551359769.8136752
1.0,2120.0,1551359769.8607852
2.0,2121.0,1551359769.8720083
1.0,2123.0,1551359769.900466
1.0,2128.0,1551359769.9696894
1.0,2133.0,1551359770.0388238
1.0,2134.0,1551359770.0542448
1.0,2135.0,1551359770.0690954
1.0,2137.0,1551359770.107463
1.0,2145.0,1551359770.234817
1.0,2147.0,1551359770.2661955
1.0,2157.0,1551359770.4313142
1.0,2169.0,1551359770.6541574
1.0,2197.0,1551359771.144813
1.0,2198.0,1551359771.1592677
1.0,2199.0,1551359771.1696599
1.0,2200.0,1551359771.1822495
1.0,2203.0,1551359771.2150807
1.0,2208.0,1551359771.2693148
1.0,2219.0,1551359771.3801005
1.0,2220.0,1551359771.38993
2.0,2221.0,1551359771.4030185
2.0,2222.0,1551359771.41185
1.0,2223.0,1551359771.4228
1.0,2224.0,1551359771.4305277
1.0,2225.0,1551359771.4400249
2.0,2226.0,1551359771.4478445
1.0,2227.0,1551359771.4606605
1.0,2228.0,1551359771.4727468
1.0,2231.0,1551359771.5068724
2.0,2232.0,1551359771.5154505
1.0,2236.0,1551359771.5507953
1.0,2243.0,1551359771.6453624
1.0,2245.0,1551359771.680719
1.0,2246.0,1551359771.7007384
1.0,2253.0,1551359771.8358147
1.0,2290.0,1551359772.5686572
1.0,2294.0,1551359772.644809
1.0,2297.0,1551359772.6929238
2.0,2312.0,1551359772.8573477
1.0,2313.0,1551359772.8650093
1.0,2314.0,1551359772.8743694
1.0,2315.0,1551359772.8819401
1.0,2316.0,1551359772.8915627
1.0,2317.0,1551359772.9081998
1.0,2318.0,1551359772.9162457
1.0,2319.0,1551359772.9266984
2.0,2320.0,1551359772.9389303
1.0,2322.0,1551359772.9557338
1.0,2324.0,1551359772.9726083
1.0,2326.0,1551359772.9917285
1.0,2329.0,1551359773.0129592
1.0,2331.0,1551359773.0301635
1.0,2333.0,1551359773.0566623
1.0,2341.0,1551359773.1246717
1.0,2345.0,1551359773.1556027
1.0,2349.0,1551359773.1889503
1.0,2354.0,1551359773.2300048
1.0,2355.0,1551359773.2393782
1.0,2358.0,1551359773.2766817
1.0,2359.0,1551359773.29242
1.0,2362.0,1551359773.330701
1.0,2364.0,1551359773.3521059
1.0,2373.0,1551359773.4478552
1.0,2374.0,1551359773.462227
1.0,2377.0,1551359773.502922
2.0,2391.0,1551359773.6918824
1.0,2392.0,1551359773.7026832
1.0,2393.0,1551359773.7143567
1.0,2394.0,1551359773.729539
1.0,2395.0,1551359773.742163
1.0,2396.0,1551359773.7539184
2.0,2397.0,1551359773.7644897
1.0,2399.0,1551359773.7852888
1.0,2400.0,1551359773.7994952
1.0,2401.0,1551359773.8102968
1.0,2402.0,1551359773.8249505
1.0,2403.0,1551359773.83613
1.0,2404.0,1551359773.851571
2.0,2405.0,1551359773.8632147
2.0,2406.0,1551359773.875553
1.0,2408.0,1551359773.9011855
2.0,2409.0,1551359773.9171903
1.0,2421.0,1551359774.0792534
1.0,2424.0,1551359774.1205065
1.0,2426.0,1551359774.1533048
1.0,2428.0,1551359774.1900642
1.0,2434.0,1551359774.316213
1.0,2465.0,1551359774.922555
1.0,2469.0,1551359774.9847069
1.0,2478.0,1551359775.129886
1.0,2489.0,1551359775.2946153
1.0,2490.0,1551359775.3115995
1.0,2491.0,1551359775.3269248
1.0,2492.0,1551359775.3443046
1.0,2493.0,1551359775.3602438
2.0,2494.0,1551359775.377638
1.0,2513.0,1551359775.6342332
1.0,2526.0,1551359775.8102372
1.0,2532.0,1551359775.8835347
1.0,2536.0,1551359775.9270556
1.0,2541.0,1551359775.9810443
1.0,2544.0,1551359776.0102482
1.0,2545.0,1551359776.0243425
1.0,2547.0,1551359776.043546
1.0,2550.0,1551359776.0787606
1.0,2553.0,1551359776.1174433
1.0,2555.0,1551359776.1440802
1.0,2557.0,1551359776.1722214
1.0,2559.0,1551359776.20256
1.0,2560.0,1551359776.220107
1.0,2566.0,1551359776.2988741
1.0,2567.0,1551359776.3108149
1.0,2570.0,1551359776.3432298
1.0,2573.0,1551359776.377933
1.0,2574.0,1551359776.391579
1.0,2575.0,1551359776.4027584
1.0,2576.0,1551359776.4114468
1.0,2577.0,1551359776.4249492
2.0,2578.0,1551359776.4341474
1.0,2579.0,1551359776.442785
2.0,2584.0,1551359776.4821415
1.0,2585.0,1551359776.4924414
1.0,2588.0,1551359776.518013
2.0,2591.0,1551359776.5422428
1.0,2594.0,1551359776.5743911
2.0,2598.0,1551359776.6047564
2.0,2601.0,1551359776.628053
2.0,2605.0,1551359776.6609344
1.0,2606.0,1551359776.6717875
1.0,2607.0,1551359776.6848404
1.0,2608.0,1551359776.6936293
2.0,2609.0,1551359776.7045321
1.0,2610.0,1551359776.712386
1.0,2613.0,1551359776.7380362
1.0,2615.0,1551359776.7569168
2.0,2617.0,1551359776.778731
1.0,2619.0,1551359776.8079317
2.0,2620.0,1551359776.824036
1.0,2621.0,1551359776.8412068
1.0,2622.0,1551359776.8521678
2.0,2623.0,1551359776.8676116
1.0,2624.0,1551359776.881514
1.0,2625.0,1551359776.8945994
1.0,2626.0,1551359776.9108512
1.0,2627.0,1551359776.9263463
1.0,2628.0,1551359776.942931
1.0,2629.0,1551359776.9597433
1.0,2630.0,1551359776.9745998
2.0,2631.0,1551359776.9853344
1.0,2632.0,1551359776.9998274
1.0,2633.0,1551359777.0131853
1.0,2634.0,1551359777.026918
1.0,2635.0,1551359777.0431166
2.0,2636.0,1551359777.0599594
1.0,2659.0,1551359777.4625893
1.0,2668.0,1551359777.6121163
1.0,2699.0,1551359778.084734
1.0,2704.0,1551359778.1550817
1.0,2705.0,1551359778.1691628
3.0,2706.0,1551359778.183601
1.0,2707.0,1551359778.201101
1.0,2708.0,1551359778.2188585
1.0,2709.0,1551359778.2360396
1.0,2710.0,1551359778.253307
1.0,2711.0,1551359778.2679121
1.0,2713.0,1551359778.3043873
